Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Dubai,UAE,Middle East,2002,32512406,421733519,41703,15204511,17307894,0.25
Dubai,UAE,Middle East,2011,29723448,378832230,16304,12788494,16934953,-1.17
Shenzhen,China,Asia,2024,34489478,698629612,12336,17406087,17083390,-3.05
Singapore,Singapore,Asia,2010,27197928,594968269,31008,14213094,12984833,-1.16
Singapore,Singapore,Asia,2000,34014857,424730529,27921,18124394,15890462,-1.33
Shenzhen,China,Asia,2001,16218063,262351222,22924,8917611,7300451,-0.06
Antwerp,Belgium,Europe,2005,45925115,704472921,26994,18847268,27077846,8.37
Hamburg,Germany,Europe,2020,41319763,750892334,19283,22781663,18538099,3.83
Antwerp,Belgium,Europe,2007,17155092,341290956,24939,7738639,9416452,11.09
Antwerp,Belgium,Europe,2016,54574334,998039278,32263,26893482,27680851,10.46
Shanghai,China,Asia,2009,11310114,130994933,36390,6383661,4926452,1.47
Rotterdam,Netherlands,Europe,2004,53754994,695274569,16411,27128313,26626680,-0.12
Qingdao,China,Asia,2003,51457316,1004381779,16710,27196988,24260327,-1.67
Antwerp,Belgium,Europe,2017,12322153,205953008,29909,6883798,5438354,0.38
Rotterdam,Netherlands,Europe,2012,33180762,469626148,14135,16637173,16543588,5.17
Hamburg,Germany,Europe,2007,19451300,408273616,27071,8372245,11079054,2.49
Los Angeles,USA,North America,2013,27931189,638314507,25149,12958210,14972978,11.8
Hamburg,Germany,Europe,2020,32640477,637144366,11283,19565212,13075264,11.66
Hamburg,Germany,Europe,2004,7592536,169650484,34217,3157593,4434942,7.44
Qingdao,China,Asia,2019,45990129,536301319,26299,27484304,18505824,10.32
Qingdao,China,Asia,2020,23562775,410303000,19346,13571319,9991455,3.93
Dubai,UAE,Middle East,2023,43888665,505139318,35556,21243156,22645508,10.39
Rotterdam,Netherlands,Europe,2014,21150865,449083521,49864,10302609,10848255,4.81
Shanghai,China,Asia,2004,45032875,768679991,42602,23724598,21308276,-2.85
Singapore,Singapore,Asia,2001,15392034,312379913,10155,8255269,7136764,-2.16
Busan,South Korea,Asia,2000,43294471,480138414,35215,22884434,20410036,6.8
Qingdao,China,Asia,2014,41230949,635190282,47396,16766065,24464883,0.17
Busan,South Korea,Asia,2013,6888806,152317979,39516,3993919,2894886,6.06
Los Angeles,USA,North America,2022,11934106,189112507,16701,5872435,6061670,9.7
Antwerp,Belgium,Europe,2002,32965074,812655166,22109,16344545,16620528,-4.69
Antwerp,Belgium,Europe,2023,54606925,1298069311,44518,23234743,31372181,7.03
Rotterdam,Netherlands,Europe,2002,22016233,451106683,15075,13129594,8886638,5.56
Qingdao,China,Asia,2022,11124152,158216789,14493,4935659,6188492,-2.96
Busan,South Korea,Asia,2007,37293149,398732884,16816,18413626,18879522,0.12
Dubai,UAE,Middle East,2002,37648168,545852756,42808,15421765,22226402,10.35
Antwerp,Belgium,Europe,2001,54626984,817007731,15374,22713563,31913420,-0.93
Shanghai,China,Asia,2015,19689949,323658240,10778,11796002,7893946,9.55
Dubai,UAE,Middle East,2004,14909551,335026597,17851,6306540,8603010,-3.4
Qingdao,China,Asia,2003,44412770,996591558,33852,23933601,20479168,-3.6
Los Angeles,USA,North America,2011,53568493,1157518433,36649,23193279,30375213,-2.1
Dubai,UAE,Middle East,2018,38269285,722350260,22466,17124995,21144289,3.71
Busan,South Korea,Asia,2021,28623755,495620490,21093,12953254,15670500,-0.38
Hamburg,Germany,Europe,2008,31912512,447872453,30389,13217729,18694782,-0.68
Shanghai,China,Asia,2011,49331269,527091348,29835,24366112,24965156,2.66
Shanghai,China,Asia,2002,41926887,714692275,27839,19124389,22802497,-1.48
Los Angeles,USA,North America,2016,37916781,407319230,27543,15445183,22471597,-3.16
Shenzhen,China,Asia,2006,29527188,489504005,27087,14838402,14688785,-0.01
Qingdao,China,Asia,2008,22962327,259621058,14648,12942516,10019810,4.04
Hamburg,Germany,Europe,2022,44391628,893661318,44285,26571202,17820425,-2.76
Shanghai,China,Asia,2007,52718418,852209892,22743,28161577,24556840,-0.61
Shanghai,China,Asia,2012,13312934,323644040,25812,5329340,7983593,5.82
Hamburg,Germany,Europe,2012,11281646,122889508,32190,6479269,4802376,-0.64
Busan,South Korea,Asia,2000,18363838,366174336,42402,9535685,8828152,4.34
Shanghai,China,Asia,2000,13826233,204852460,24376,8134597,5691635,6.37
Qingdao,China,Asia,2009,15930625,371511509,19101,8398931,7531693,10.53
Qingdao,China,Asia,2006,27432851,536810318,21777,13880976,13551874,9.09
Antwerp,Belgium,Europe,2001,36707048,599444957,12282,18250747,18456300,4.81
Shenzhen,China,Asia,2004,52878717,971891567,49832,28863038,24015678,6.09
Dubai,UAE,Middle East,2021,39751594,653872624,45426,16517698,23233895,4.22
Los Angeles,USA,North America,2011,11465377,180735551,28626,6552605,4912771,10.58
Hamburg,Germany,Europe,2007,22496623,229120131,11141,12173309,10323313,6.7
Hamburg,Germany,Europe,2001,50570487,631343462,26390,21670405,28900081,10.13
Shanghai,China,Asia,2014,47188444,838000263,27297,24886263,22302180,0.79
Shanghai,China,Asia,2016,27529829,625122369,23703,13019372,14510456,-1.3
Los Angeles,USA,North America,2000,54431582,1106273652,28284,32354407,22077174,-1.12
Antwerp,Belgium,Europe,2002,51782538,623297902,17597,21033609,30748928,1.6
Shenzhen,China,Asia,2018,38187633,561285416,12169,16162067,22025565,11.25
Dubai,UAE,Middle East,2002,33465797,637327428,16139,17036641,16429155,-3.5
Busan,South Korea,Asia,2016,50148268,1231698245,37716,21605328,28542939,4.41
Singapore,Singapore,Asia,2012,28729530,648662172,19569,12981925,15747604,-1.69
Shanghai,China,Asia,2020,28675262,402993970,18491,16234146,12441115,4.26
Shanghai,China,Asia,2023,33105186,405797489,36762,14614675,18490510,8.3
Rotterdam,Netherlands,Europe,2017,34538040,755962433,29218,15205801,19332238,1.72
Dubai,UAE,Middle East,2016,38327716,695470540,20238,22720891,15606824,10.46
Los Angeles,USA,North America,2012,27941230,644032425,38308,15344541,12596688,4.34
Dubai,UAE,Middle East,2016,43143159,609893850,10557,17554617,25588541,11.48
Rotterdam,Netherlands,Europe,2018,24847987,570341134,17166,11442237,13405749,3.35
Shanghai,China,Asia,2023,20993238,331653432,22991,10464396,10528841,4.81
Rotterdam,Netherlands,Europe,2020,17259034,278107985,28354,8982005,8277028,5.05
Hamburg,Germany,Europe,2012,38214626,497062139,44631,21812617,16402008,2.47
Shanghai,China,Asia,2000,15587999,212086196,31826,7632878,7955120,3.68
Hamburg,Germany,Europe,2015,39761183,951837431,15845,21651609,18109573,6.77
Shenzhen,China,Asia,2020,36343819,801982994,25906,16069092,20274726,11.28
Rotterdam,Netherlands,Europe,2018,26244167,653997545,21590,10509831,15734335,-4.25
Busan,South Korea,Asia,2024,38957412,822279626,30620,21453285,17504126,8.07
Qingdao,China,Asia,2000,14326243,293695346,25038,5984371,8341871,3.29
Busan,South Korea,Asia,2005,44781450,682124839,34322,23573759,21207690,4.81
Singapore,Singapore,Asia,2012,13547900,155992119,18549,6230857,7317042,-3.69
Hamburg,Germany,Europe,2001,38742203,798333347,49233,16061756,22680446,1.85
Singapore,Singapore,Asia,2006,50874626,1121899520,14727,24471740,26402885,10.4
Hamburg,Germany,Europe,2020,36263040,661245899,32173,21605382,14657657,5.26
Dubai,UAE,Middle East,2018,35891320,767865052,40750,20735557,15155762,3.55
Shenzhen,China,Asia,2009,43362595,840009694,35235,23265048,20097546,-0.89
Busan,South Korea,Asia,2020,35423447,508310587,28691,15181610,20241836,8.18
Singapore,Singapore,Asia,2011,15196894,216770188,47713,8582531,6614362,7.27
Qingdao,China,Asia,2011,26847630,309854505,33545,14943480,11904149,7.16
Los Angeles,USA,North America,2005,26911760,294423920,24087,10785264,16126495,-0.8
Qingdao,China,Asia,2010,8689024,103824703,15793,4020147,4668876,8.41
Rotterdam,Netherlands,Europe,2012,7188370,169998819,42441,2936149,4252220,4.6
Qingdao,China,Asia,2023,22062838,222072371,38694,9946948,12115889,9.88
Dubai,UAE,Middle East,2000,52406955,625949182,38099,28326383,24080571,0.07
Dubai,UAE,Middle East,2019,7464722,145674767,11316,3057827,4406894,1.12
Hamburg,Germany,Europe,2008,35999906,607156201,32161,18967804,17032101,8.1
Qingdao,China,Asia,2006,13343528,170668326,37364,7531567,5811960,9.46
Qingdao,China,Asia,2008,49616869,847665856,44773,21987623,27629245,6.52
Singapore,Singapore,Asia,2008,54825495,1313734512,40499,30028992,24796502,0.37
Dubai,UAE,Middle East,2007,9510784,222107479,43002,4503900,5006883,-4.01
Los Angeles,USA,North America,2021,6017481,109259919,12100,3235051,2782429,-0.89
Los Angeles,USA,North America,2023,48552513,499601205,49779,28634776,19917736,-4.47
Rotterdam,Netherlands,Europe,2014,14095781,253217528,46021,6390111,7705669,7.32
Qingdao,China,Asia,2003,49696953,883884372,36853,27455668,22241284,2.73
Shanghai,China,Asia,2007,32995739,813021850,13866,16995150,16000588,-3.7
Qingdao,China,Asia,2001,47366372,662359148,30447,22092617,25273754,0.81
Hamburg,Germany,Europe,2006,23664179,464478124,16155,9472078,14192100,0.1
Busan,South Korea,Asia,2012,28383686,658184376,30936,14458441,13925244,9.11
Hamburg,Germany,Europe,2024,47495479,801245709,34770,25743836,21751642,10.94
Singapore,Singapore,Asia,2012,26731798,536631066,31607,15732862,10998935,8.35
Busan,South Korea,Asia,2017,22034570,538558499,26616,9717162,12317407,7.34
Hamburg,Germany,Europe,2009,28408056,549303983,41226,14648889,13759166,-2.5
Dubai,UAE,Middle East,2007,52050087,1228190220,17006,27837742,24212344,-0.58
Shanghai,China,Asia,2014,53257587,802064698,33989,26309123,26948463,10.13
Qingdao,China,Asia,2013,16152153,197210449,15939,7204670,8947482,-4.24
Shanghai,China,Asia,2017,26653925,478301908,29167,13330180,13323744,6.55
Dubai,UAE,Middle East,2005,43993189,1052752802,32973,21641700,22351488,4.29
Rotterdam,Netherlands,Europe,2005,39538588,680854510,10492,16210655,23327932,9.34
Singapore,Singapore,Asia,2010,10296990,140344441,38328,4524344,5772645,11.17
Antwerp,Belgium,Europe,2024,6578315,91393364,49954,2863008,3715306,-1.36
Singapore,Singapore,Asia,2005,16199747,363536487,35372,9421444,6778302,11.04
Dubai,UAE,Middle East,2015,41755905,1023261448,18711,18052509,23703395,3.11
Busan,South Korea,Asia,2014,26945770,538888647,46435,13823639,13122130,8.12
Los Angeles,USA,North America,2011,36279524,367713910,28020,17247180,19032343,4.38
Dubai,UAE,Middle East,2023,53122025,787536668,28753,26717017,26405007,8.74
Los Angeles,USA,North America,2004,54101978,564691908,30331,28808589,25293388,-2.99
Qingdao,China,Asia,2021,35973687,893992730,12176,14712599,21261087,7.94
Shanghai,China,Asia,2002,12873491,146253485,13696,6293503,6579987,-0.32
Shanghai,China,Asia,2017,39648748,545765838,20195,20409916,19238831,2.07
Shanghai,China,Asia,2017,54870592,706398195,40099,23065442,31805149,3.6
Qingdao,China,Asia,2008,47710916,502886522,31904,20498307,27212608,6.55
Qingdao,China,Asia,2003,20020740,416179099,12871,10331057,9689682,3.78
Shenzhen,China,Asia,2018,10351826,125849376,24534,5991832,4359993,11.09
Antwerp,Belgium,Europe,2004,50787926,870760819,45948,26319626,24468299,-1.84
Rotterdam,Netherlands,Europe,2015,53448102,560785202,38152,25274049,28174052,0.02
Rotterdam,Netherlands,Europe,2004,34538176,557486952,24270,16109924,18428251,6.79
Antwerp,Belgium,Europe,2023,52116098,924273321,37056,26465540,25650557,-0.2
Hamburg,Germany,Europe,2012,32148868,510439133,47044,17781839,14367028,-5
Qingdao,China,Asia,2021,17031301,184270438,32918,7505961,9525339,-4.83
Busan,South Korea,Asia,2002,38218943,383034348,32318,16748448,21470494,0.27
Rotterdam,Netherlands,Europe,2003,37303854,605783200,32412,18074681,19229172,0.15
Dubai,UAE,Middle East,2024,17084335,380155360,26589,7262060,9822274,0.73
Los Angeles,USA,North America,2003,7076198,94165277,15141,3386944,3689253,5.04
Shanghai,China,Asia,2015,6420858,104127347,13273,2594888,3825969,-0.43
Qingdao,China,Asia,2016,19749151,210058575,37128,9328354,10420796,11.14
Qingdao,China,Asia,2020,42649509,925962542,48078,21400590,21248918,1.28
Qingdao,China,Asia,2023,16918529,346121647,17263,7099809,9818719,8.66
Hamburg,Germany,Europe,2006,33869116,776461797,46432,13756672,20112443,-4.12
Qingdao,China,Asia,2012,49102213,738210370,45060,28052459,21049753,6.92
Hamburg,Germany,Europe,2000,28698370,494688333,29555,15991912,12706457,7.49
Singapore,Singapore,Asia,2016,46096018,1001784889,46258,18543671,27552346,6.96
Singapore,Singapore,Asia,2022,7570115,139174365,29356,4265196,3304918,4.29
Shanghai,China,Asia,2007,25588882,420782018,49194,12703673,12885208,-2.99
Rotterdam,Netherlands,Europe,2018,30463499,408238630,42298,17457386,13006112,-2.33
Busan,South Korea,Asia,2011,42776534,630878802,29477,22865794,19910739,8.54
Hamburg,Germany,Europe,2013,44711170,1017635346,21254,25986910,18724259,-4.79
Antwerp,Belgium,Europe,2000,13519792,139212417,36500,6362301,7157490,5.56
Shanghai,China,Asia,2004,17818331,286303352,49029,8008026,9810304,1.05
Singapore,Singapore,Asia,2015,27924776,566360763,36049,12317068,15607707,1.48
Shanghai,China,Asia,2012,20512659,411733932,25950,8681740,11830918,8.28
Los Angeles,USA,North America,2023,30713043,435135993,25166,14938940,15774102,11.67
Shenzhen,China,Asia,2009,37167952,429171667,40020,22144349,15023602,4.44
Singapore,Singapore,Asia,2019,8666344,113239725,32192,4155706,4510637,-0.51
Shenzhen,China,Asia,2001,29852258,418767664,15755,15222300,14629957,6.73
Shenzhen,China,Asia,2010,11913462,132890999,39340,6970619,4942842,-3.84
Qingdao,China,Asia,2021,40637395,771528122,39267,17003460,23633934,4.41
Dubai,UAE,Middle East,2001,7866069,192523852,44510,4033185,3832883,2.66
Los Angeles,USA,North America,2008,48513274,682409242,28689,27808736,20704537,11.09
Shenzhen,China,Asia,2024,17383028,420165932,47525,10217942,7165085,-4.89
Antwerp,Belgium,Europe,2021,5879459,120629412,47164,3037241,2842217,-0.7
Busan,South Korea,Asia,2018,24138432,321216279,21336,13709671,10428760,-1.79
Los Angeles,USA,North America,2015,42557413,490618731,26753,23345507,19211905,0.56
Busan,South Korea,Asia,2020,40642494,898517745,39038,18359934,22282559,2.38
Qingdao,China,Asia,2018,53657655,721028992,14138,28306433,25351221,-0.89
Busan,South Korea,Asia,2012,30209588,699716008,40131,12166884,18042703,-0.78
Qingdao,China,Asia,2013,27253636,304073655,31281,11242268,16011367,2.8
Rotterdam,Netherlands,Europe,2000,9280650,175608906,44397,5478350,3802299,9.25
Los Angeles,USA,North America,2018,44195811,1060286570,24924,24632707,19563103,1.76
Los Angeles,USA,North America,2000,19418934,409132877,40471,8033452,11385481,1.31
Qingdao,China,Asia,2005,17213866,311140269,48256,9864210,7349655,10.56
Dubai,UAE,Middle East,2008,21140113,461082890,45585,11120744,10019368,-0.78
Los Angeles,USA,North America,2007,26670307,480742486,48506,15662301,11008005,-3.91
Singapore,Singapore,Asia,2021,21525823,358594204,17352,9476092,12049730,5.03
Hamburg,Germany,Europe,2010,33865333,353034891,41707,14259968,19605364,8
Los Angeles,USA,North America,2017,15854520,220434095,41781,6696570,9157949,3.78
Shanghai,China,Asia,2009,26609307,531209332,41174,14478472,12130834,9.05
Rotterdam,Netherlands,Europe,2002,43523843,624036665,42963,25457627,18066215,2.54
Shenzhen,China,Asia,2022,25969112,398711297,36489,14691015,11278096,8.42
Hamburg,Germany,Europe,2013,37377375,827530072,36147,19677069,17700305,1.35
Shenzhen,China,Asia,2006,10666912,157647726,49740,5104609,5562302,4.41
Rotterdam,Netherlands,Europe,2006,32329173,576234886,36884,17308656,15020516,9.24
Hamburg,Germany,Europe,2015,40502493,671861794,37886,21657860,18844632,-1.95
Busan,South Korea,Asia,2014,26481071,311503974,15520,14514943,11966127,9.67
Dubai,UAE,Middle East,2005,40142251,711481266,14757,20403259,19738991,0.87
Shenzhen,China,Asia,2018,35759885,422768768,34690,15894276,19865608,3.83
Hamburg,Germany,Europe,2022,45177198,716758520,13453,26743661,18433536,5.48
Qingdao,China,Asia,2014,21600352,354983748,45010,11648766,9951585,6.94
Shanghai,China,Asia,2017,29516082,537200922,11920,15533835,13982246,4.05
Shanghai,China,Asia,2020,38624895,926878071,47158,16553409,22071485,6.77
Hamburg,Germany,Europe,2012,10301572,221195504,25810,4541584,5759987,3.63
Dubai,UAE,Middle East,2000,15733296,301608055,49082,6510582,9222713,3.06
Dubai,UAE,Middle East,2010,9860319,204302054,19359,3963806,5896512,7.3
Antwerp,Belgium,Europe,2023,39328384,667631910,24671,17331519,21996864,-2.83
Los Angeles,USA,North America,2008,6406150,107427366,14434,3613835,2792314,1.88
Rotterdam,Netherlands,Europe,2010,19986157,316128866,33185,11599062,8387094,-1.54
Antwerp,Belgium,Europe,2021,50140485,794279137,48759,29764051,20376433,-3.87
Qingdao,China,Asia,2016,54844908,919045917,16476,30754990,24089917,2.37
Shenzhen,China,Asia,2002,10846866,119858440,18397,5146910,5699955,-3.83
Busan,South Korea,Asia,2019,7059385,107649790,18026,3359175,3700209,9.13
Shanghai,China,Asia,2008,27821211,541952466,27889,15428584,12392626,4.32
Qingdao,China,Asia,2003,8822727,144613888,44660,4448548,4374178,0.95
Shenzhen,China,Asia,2019,22683666,437955961,29996,10827458,11856207,6.26
Los Angeles,USA,North America,2016,40351951,862754161,21138,19636575,20715375,8.16
Shenzhen,China,Asia,2004,49652276,967517788,29275,24567163,25085112,7.18
Los Angeles,USA,North America,2015,49581479,729214749,43722,28375616,21205862,9.77
Shenzhen,China,Asia,2011,53869770,690546115,37216,27847095,26022674,-2.73
Rotterdam,Netherlands,Europe,2022,19004881,463290869,26767,9689990,9314890,4.07
Rotterdam,Netherlands,Europe,2005,53852189,720306854,41709,24443636,29408552,-1.75
Shenzhen,China,Asia,2013,11671203,260927377,43998,6484579,5186623,7.93
Los Angeles,USA,North America,2023,49066131,1060070741,32867,23241126,25825004,2.35
Shanghai,China,Asia,2004,46130558,643985599,25228,26563689,19566868,-0.86
Dubai,UAE,Middle East,2023,50515441,1099043528,12103,22237555,28277885,3.74
Hamburg,Germany,Europe,2007,50191244,1123342024,42001,27585155,22606088,8.82
Los Angeles,USA,North America,2015,24211354,535070337,37081,9712232,14499121,2.92
Shanghai,China,Asia,2002,34209587,799671776,14594,16461734,17747852,-4.77
Dubai,UAE,Middle East,2002,5506453,56252391,43687,2889503,2616949,7.96
Hamburg,Germany,Europe,2014,54975039,1060627545,31188,31494465,23480573,4.98
Qingdao,China,Asia,2003,32076156,627885416,18210,15667879,16408276,7.03
Qingdao,China,Asia,2019,34998127,663311736,32423,16653002,18345124,1.32
Dubai,UAE,Middle East,2004,53344626,887968799,40257,28267412,25077213,8.68
Busan,South Korea,Asia,2005,22196045,239722168,38554,12575532,9620512,1.16
